emp_no,first_name,last_name,title,from_date
71842,Bluma,Cummings,Senior Staff,1998-12-28
71847,Seshu,Kadhim,Senior Staff,1999-12-25
71855,Lein,Luef,Technique Leader,1986-09-11
71864,Martina,Bellone,Senior Engineer,1994-11-04
71869,Elzbieta,Puoti,Technique Leader,1993-09-06
71871,Kien,Molenkamp,Senior Staff,1992-10-30
71889,Tristan,Hennebert,Senior Engineer,1993-07-04
71894,Guther,Munawer,Senior Engineer,1987-09-17
71896,Magdalena,Zobel,Senior Staff,1994-03-21
71901,Josyula,Halloran,Senior Engineer,2001-12-16
71913,Tooru,Feinberg,Technique Leader,1988-11-19
71914,Navid,Uludag,Senior Engineer,1988-05-27
71915,Goh,Jakobus,Staff,1999-04-30
71923,Jayesh,Kavanagh,Technique Leader,1986-04-03
71930,Lech,Etalle,Senior Staff,1992-11-24
71948,Angel,Bonifati,Engineer,1996-05-30
71960,Teunis,Karnin,Senior Staff,1998-08-06
71962,Mohamadou,Thorelli,Senior Engineer,1993-11-20
71979,Sugwoo,Kropp,Senior Staff,1995-08-09
71980,Stamatina,Compeau,Engineer,1995-12-25
71984,Fei,Thiria,Senior Engineer,2000-10-09
71985,Kristina,Emmart,Senior Engineer,1988-03-11
71990,Supot,Thiran,Senior Staff,1990-11-16
71993,Bernd,Caine,Senior Staff,1991-08-24
71998,Pranas,Lovengreen,Engineer,1999-03-26
72003,Kamakshi,Besselaar,Senior Engineer,1987-09-06
72004,Macha,Undy,Senior Engineer,1994-02-04
72008,Soenke,Wrigley,Engineer,1996-12-27
72013,Lene,Beilner,Senior Staff,1996-06-09
72015,Reuven,Trystram,Staff,1998-06-06
72024,Takahiro,Wolniewicz,Senior Engineer,1999-06-25
72026,Wilmer,Pesch,Senior Engineer,1994-07-31
72028,Marsja,Szemeredi,Senior Engineer,1994-02-24
72031,Nagui,Makrucki,Senior Staff,1994-01-22
72071,Bilhanan,Rullman,Senior Staff,1997-01-24
72074,Mahmut,Chinal,Senior Staff,1997-02-21
72077,Reuven,Juneja,Senior Staff,1992-04-29
72078,Olivera,Limongiello,Senior Engineer,1992-11-26
72085,Sverrir,Ishibashi,Senior Engineer,1993-02-18
72087,Teiji,Chartres,Senior Engineer,2002-03-19
72092,Alper,Zaumen,Senior Engineer,1993-06-08
72097,Almudena,Perng,Senior Staff,1994-07-08
72116,Lalit,Quadeer,Engineer,1996-05-08
72137,Dulce,Bodoff,Senior Engineer,1987-07-01
72140,Christ,Cronau,Senior Engineer,1996-05-14
72145,Zdislav,Neimat,Senior Engineer,1985-07-15
72160,Sugwoo,Scharstein,Staff,1998-04-08
72207,Wuxu,Marsiglia,Senior Staff,1993-11-21
72211,Apostol,Murrill,Senior Engineer,1994-08-15
72216,Serif,Rebaine,Staff,1997-10-09
72248,Kamran,Rindone,Senior Engineer,1996-11-28
72262,Shahab,Braunmuhl,Senior Engineer,1992-11-18
72264,Alain,Bale,Senior Engineer,1992-05-23
72281,Sariel,Uhrik,Senior Engineer,2001-07-08
72284,Radhakrishnan,Mondadori,Staff,1999-03-04
72298,Lenore,Glinert,Engineer,2001-01-29
72307,Genta,Asser,Senior Engineer,1996-05-10
72338,Sreekrishna,Gubsky,Senior Engineer,1986-11-04
72343,Make,Bodoff,Technique Leader,1988-02-13
72357,Kristina,Krogh,Technique Leader,1985-10-19
72383,Gianluca,Sidou,Technique Leader,1987-02-24
72387,Taiji,Zeilberger,Engineer,1997-02-22
72389,Xuejun,Piancastelli,Senior Engineer,1997-10-09
72397,Shigeu,Einsfeld,Senior Engineer,1993-08-28
72398,Dines,Gulla,Senior Staff,2001-09-21
72400,Charmane,Merel,Senior Staff,2002-04-19
72434,Snehasis,Lueh,Assistant Engineer,1994-09-29
72448,Lena,Assaf,Staff,1996-11-11
72451,Xiong,Stamatiou,Senior Engineer,1991-11-05
72478,Rosli,Motley,Senior Staff,1990-04-24
72485,Hidefumi,Christianini,Senior Staff,1992-05-20
72486,Irena,Brickell,Senior Engineer,1994-06-08
72497,Kwangjo,McAlpine,Senior Engineer,1994-05-14
72510,Miomir,Tomescu,Senior Engineer,1997-07-07
72513,Juichirou,Talmon,Engineer,1995-04-06
72522,Insup,Katzenelson,Senior Engineer,1991-02-25
72551,Bedir,Impagliazzo,Senior Engineer,2000-03-19
72566,Munehiro,Schaaf,Senior Engineer,1994-11-22
72569,Katsuyuki,Halevi,Engineer,1999-09-11
72571,Yurij,Cools,Senior Engineer,1996-09-18
72574,Saeed,Carrere,Senior Engineer,1993-09-09
72586,Jiong,Usery,Senior Engineer,2000-12-16
72587,Krister,Angel,Senior Staff,1992-07-26
72598,Bogdan,Vural,Senior Engineer,1990-11-12
72617,Naraig,Worfolk,Senior Staff,1987-11-16
72625,Moti,Nyanchama,Engineer,1997-01-20
72627,Apostol,Conry,Engineer,1999-01-08
72634,Xuedong,Thiran,Senior Staff,1996-12-23
72639,Jiang,Angel,Senior Staff,1994-09-27
72646,Elgin,Tchuente,Engineer,1996-02-20
72661,Dinah,Baja,Senior Staff,1992-10-22
72683,Tristan,Frolund,Senior Engineer,1995-09-21
72686,Radoslaw,Marakhovsky,Senior Engineer,1985-07-12
72723,Arve,Danlos,Senior Staff,1999-06-14
72725,Jayesh,Felder,Senior Engineer,1988-06-24
72739,Constantino,Sinicrope,Senior Engineer,1995-05-21
72740,Heather,Greenaway,Senior Staff,1991-04-07
72741,Ulises,Range,Staff,1997-05-18
72745,Tayeb,Vernadat,Senior Engineer,1987-07-08
72752,Kensyu,Gente,Senior Engineer,1991-05-15
72761,Arto,Schlegelmilch,Senior Staff,1994-01-05
72768,Sajjad,Kolvik,Engineer,1998-06-04
72794,Kazuhisa,Awdeh,Senior Staff,1987-11-29
72797,Dmitry,Luders,Senior Staff,1985-06-04
72799,Akeel,Usdin,Senior Engineer,1988-06-03
72826,Pranas,Kuhnemann,Senior Engineer,1995-08-10
72836,Sadun,Baez,Senior Staff,1993-10-08
72861,Chirstian,Pramanik,Senior Engineer,1992-12-25
72863,Mohd,Kavvadias,Senior Staff,1990-10-17
72864,Moie,McConalogue,Senior Engineer,1996-04-17
72866,Sverrir,Zumaque,Senior Staff,1995-11-19
72885,Yinghua,Coullard,Technique Leader,1987-03-17
72891,Florina,Heusch,Senior Engineer,1994-01-11
72897,Faiza,Leslie,Senior Engineer,1996-11-12
72898,Thanasis,Gurbaxani,Senior Staff,1994-11-12
72907,Alejandra,Weisert,Staff,1999-11-20
72916,Arun,Kitsuregawa,Staff,1999-09-28
72917,Paris,Swan,Senior Staff,1989-01-05
72920,Dekang,Radivojevic,Senior Staff,1999-12-16
72922,Kristian,DasSarma,Senior Staff,2001-09-28
72923,Zhenbing,Decaestecker,Senior Engineer,1997-04-30
72928,Xiahua,Rosay,Senior Staff,1998-04-21
72943,Collette,Angot,Senior Staff,1995-03-07
72959,Rosita,Wynblatt,Senior Staff,1997-06-15
72963,Hugh,Butner,Engineer,1994-12-07
72967,Menkae,Brobst,Staff,1997-01-21
72969,Xinan,Setia,Staff,1999-09-22
72977,Shahid,Servi,Staff,1997-01-17
72981,Chanjung,Imataki,Senior Staff,1993-01-15
72986,Nikolaos,Worfolk,Senior Engineer,1996-07-10
72996,Petter,Castellani,Senior Engineer,1996-06-04
73004,Mitchel,Ballarin,Senior Engineer,1988-06-13
73005,Sachem,Compeau,Technique Leader,1990-06-12
73011,Zdislav,Kaiserswerth,Senior Engineer,1997-09-12
73017,Adel,Iisaka,Engineer,2002-01-01
73035,Kensyu,Cummings,Senior Staff,1995-11-10
73036,Syozo,Koyama,Senior Staff,1993-11-23
73063,Nigel,Highland,Senior Staff,1988-05-31
73072,Vitali,Zwicker,Senior Engineer,1999-05-18
73082,Ioana,Sadowski,Senior Engineer,1994-01-02
73090,Yoshinari,Takkinen,Senior Staff,1994-03-27
73099,Percy,Strandh,Senior Engineer,1999-12-22
73104,Mooi,Bressoud,Senior Engineer,1994-09-24
73109,Divine,Pusterhofer,Senior Engineer,1993-08-14
73110,Gift,Osgood,Technique Leader,1987-07-12
73111,Ottavia,Massonet,Technique Leader,1985-06-08
73119,Miyeon,Kavraki,Senior Engineer,1988-05-18
73137,Manohar,Lortz,Senior Engineer,1992-05-28
73142,Gretta,VanScheik,Senior Engineer,1988-12-23
73143,Sreekrishna,Cincotta,Engineer,1999-04-22
73161,Haldon,Denos,Senior Engineer,1999-08-10
73194,Perry,Castellani,Senior Staff,1995-05-17
73207,Kyoichi,Domenig,Technique Leader,1987-11-15
73208,Yuguang,Menhardt,Senior Staff,1996-05-19
73212,Niclas,Maraist,Senior Staff,1999-03-20
73220,Mokhtar,Serre,Senior Staff,1992-05-04
73222,Kendra,Gurbaxani,Senior Engineer,1997-02-21
73225,Mana,Swick,Engineer,1998-01-25
73237,Sanjoy,Bonifati,Senior Staff,1994-01-31
73283,Shen,Leaver,Engineer,1996-02-11
73305,Heon,Lambe,Senior Engineer,1993-11-14
73318,Elliott,Highland,Engineer,1998-11-04
73322,Atreye,Tomescu,Senior Staff,2001-04-13
73336,Zhongwei,Molenkamp,Senior Staff,1996-01-01
73339,Leni,Kamble,Senior Engineer,1988-09-11
73350,Takahira,Daescu,Senior Engineer,1992-07-08
73352,Boutros,Fortenbacher,Senior Engineer,1992-05-01
73355,Kannan,Rotem,Senior Engineer,2001-10-12
73364,Wayne,Gaughan,Senior Engineer,1997-12-26
73375,Aiichiro,Kragelund,Staff,2000-01-15
73387,Noritoshi,Axelband,Senior Staff,1992-02-23
73389,IEEE,Sherertz,Staff,1995-09-07
73390,Ishfaq,Beutelspacher,Senior Engineer,1997-12-04
73395,Jouko,Tsukune,Senior Engineer,1992-12-14
73400,Billur,Heemskerk,Senior Engineer,1998-01-21
73406,Basil,Tomescu,Senior Engineer,1994-08-04
73409,Denis,Biros,Senior Engineer,1992-02-25
73415,Renny,Pillow,Senior Staff,1999-10-27
73425,Parviz,Aumann,Senior Engineer,1996-03-25
73430,Khosrow,Beausoleil,Senior Engineer,1990-06-20
73446,Yuguang,Gronowski,Senior Staff,1998-06-26
73456,Toney,Azadmanesh,Senior Engineer,1996-12-02
73462,Sergi,Pelc,Senior Staff,1999-11-24
73465,Susanne,Adachi,Technique Leader,1988-02-20
73466,Tzu,Guerreiro,Senior Engineer,1994-05-12
73497,Sibyl,Huhdanpaa,Senior Staff,1996-05-21
73499,Ult,Ferriere,Senior Staff,2000-10-25
73500,Sahrah,Thambidurai,Senior Engineer,1994-01-15
73515,Khun,Chelton,Senior Staff,1998-03-13
73523,Fei,Parascandalo,Senior Staff,1992-02-04
73532,Becky,dAstous,Staff,1999-11-27
73539,Renee,Serot,Senior Engineer,2000-05-08
73542,Shigehito,Acton,Senior Staff,1995-07-03
73548,Margareta,Pena,Senior Staff,1993-11-15
73553,Duro,Botman,Senior Engineer,1998-11-28
73559,Masamitsu,Murrill,Senior Staff,2002-02-27
73572,Yuuichi,Schapire,Technique Leader,1989-06-17
73578,Berna,Rohrbach,Engineer,1996-01-24
73595,Nobuyoshi,Vandervoorde,Senior Staff,1985-04-04
73601,Aloke,Vasanthakumar,Senior Engineer,2000-11-06
73612,Toney,Lienhardt,Senior Staff,1995-02-03
73615,Manton,Vecchi,Senior Engineer,1996-08-05
73621,Gadiel,Imataki,Senior Staff,1999-02-08
73628,Lucien,Riefers,Senior Staff,1992-11-30
73635,Roselyn,Desikan,Staff,1996-01-21
73636,Macha,Koblitz,Engineer,1997-05-07
73644,Eberhardt,Backhouse,Senior Engineer,1994-10-27
73655,Aram,Garrabrants,Technique Leader,1994-09-09
73673,Chenxi,Yurov,Senior Engineer,1989-02-10
73674,Yifei,Jahnichen,Senior Staff,1992-10-21
73687,Zito,Bakhtari,Senior Staff,1997-10-24
73689,Mansur,Goldhammer,Senior Staff,1990-08-26
73726,Elvia,Mawatari,Staff,1999-03-16
73733,Takanari,Kusakari,Senior Staff,1996-03-02
73734,Zhongwei,Rodite,Senior Staff,1995-07-23
73739,Marin,Krohm,Senior Staff,1997-10-20
73744,Basil,Baalen,Staff,1997-02-09
73756,Moni,Strooper,Senior Engineer,2001-01-05
73758,Serenella,Sevcikova,Senior Engineer,2002-07-28
73761,Mark,Birge,Senior Staff,1988-01-13
73762,Leaf,Tchuente,Senior Engineer,1990-11-29
73765,Richara,Gimbel,Engineer,1997-02-10
73777,Carrsten,DeMori,Engineer,1999-11-23
73782,Janche,Prochazka,Technique Leader,1987-09-29
73790,Kazunori,Pepe,Technique Leader,1986-09-11
73808,Urs,Skafidas,Senior Engineer,1996-02-12
73811,Valeri,Trogemann,Senior Engineer,1987-04-22
73812,Shugo,Koblitz,Senior Staff,1997-10-23
73817,Nikolaos,Veccia,Senior Staff,1986-09-22
73823,Shaibal,Michaels,Senior Staff,1993-03-17
73835,Leif,Krupka,Senior Engineer,2000-09-01
73841,Xiaocheng,Beznosov,Senior Staff,1990-06-02
73842,Seongbin,Esteva,Senior Staff,1997-11-07
73855,Greger,Blokdijk,Senior Staff,1997-06-20
73868,Moon,Goodrum,Senior Engineer,2002-06-22
73880,Katsuyuki,Gente,Senior Engineer,1998-05-25
73883,Lihong,Comellas,Senior Staff,1993-01-04
73885,Gianluca,Farrow,Engineer,1996-11-24
73891,Rasikan,Rebaine,Senior Staff,1992-08-31
73901,Arif,Ernst,Engineer,1998-09-06
73911,Ziya,Syrotiuk,Senior Staff,1985-03-11
73914,Atreyi,Smailagic,Senior Engineer,1996-06-11
73921,Maja,Rijsenbrij,Senior Engineer,1993-03-21
73937,Kagan,Moehrke,Senior Staff,1988-11-21
73952,Georgy,Matzov,Senior Engineer,1996-04-03
73965,Tonia,Verhaegen,Engineer,1998-09-08
73969,Yongdong,Prampolini,Engineer,1996-10-16
73972,Makato,Biron,Senior Staff,1994-09-18
73984,Ioana,Peltason,Senior Engineer,1994-01-23
73996,Sachar,Yamaashi,Senior Engineer,1992-08-12
74014,Hilary,Benaini,Senior Engineer,1998-10-25
74015,Parke,Lubachevsky,Senior Staff,1995-02-11
74021,Qiwen,Baba,Senior Engineer,1997-11-14
74024,Dinkar,Cools,Senior Engineer,2000-01-18
74025,Paloma,Figueira,Senior Engineer,1993-02-11
74027,Goo,Openshaw,Senior Engineer,1997-01-08
74042,Rosine,Kaiserswerth,Senior Engineer,1996-12-29
74046,Jungsoon,Birta,Senior Engineer,1999-02-02
74048,Krister,Mandell,Engineer,1997-06-29
74050,Greger,Staylopatis,Senior Engineer,2001-03-01
74056,Fumitake,Ishibashi,Engineer,1997-03-28
74069,Bluma,Schusler,Senior Staff,1996-04-05
74084,Hatem,Vasanthakumar,Senior Staff,1993-06-26
74101,Debaprosad,Porenta,Technique Leader,1999-10-30
74106,Sailaja,Uchoa,Senior Staff,1995-02-16
74116,Adit,Couchot,Senior Engineer,2000-07-15
74122,Sushant,Cappello,Senior Staff,1993-01-26
74126,Dulce,Bala,Senior Engineer,1993-01-02
74151,Munehiro,Bahl,Senior Staff,1988-02-06
74156,Bodo,Lovengreen,Senior Staff,1985-09-10
74164,Yakichi,Ambroszkiewicz,Senior Engineer,1991-04-14
74166,Shawna,Beidas,Senior Staff,2001-05-14
74169,Eldridge,Baek,Senior Engineer,1997-08-10
74176,Mariangiola,Conte,Senior Engineer,1996-03-02
74177,Charmane,Azumi,Senior Staff,1995-06-04
74182,Takushi,Stasinski,Senior Staff,1994-11-07
74184,Demin,Crelier,Senior Engineer,1986-08-12
74186,Nectarios,Landherr,Senior Staff,1994-07-18
74188,Kersti,Cronau,Senior Engineer,2000-06-21
74202,Aamer,Schneeberger,Senior Engineer,1993-10-14
74233,Zvonko,Spell,Senior Engineer,2002-02-02
74246,Tomofumi,Erdi,Senior Staff,2001-07-22
74258,Apostol,Hemaspaandra,Senior Staff,1994-06-10
74271,Guther,Coombs,Senior Staff,2001-10-08
74273,Rosita,Gladwell,Senior Engineer,1996-11-14
74286,Ramya,Bugaenko,Senior Engineer,1992-10-11
74301,Leaf,Sethi,Senior Engineer,1995-12-12
74315,Kristinn,Henseler,Engineer,1998-10-26
74316,Eran,Desikan,Senior Staff,1994-01-18
74323,Katsuo,Yetto,Senior Engineer,1996-11-03
74327,Aloke,Rahier,Senior Staff,2000-05-26
74332,Brigham,Impagliazzo,Senior Engineer,1997-06-02
74342,Jamaludin,Fiutem,Senior Staff,1993-06-21
74353,Shan,Rajala,Engineer,1998-12-30
74354,Aron,Lorys,Senior Staff,1995-06-29
74358,Mohammad,Lanteri,Senior Staff,1987-03-06
74388,Mokhtar,Miyakawa,Senior Engineer,1999-05-01
74406,Jaber,Tzvieli,Senior Engineer,1993-11-05
74408,Padma,Rodite,Engineer,1997-04-21
74413,Juichirou,Nitta,Engineer,1999-11-28
74420,Horward,Marsiglia,Senior Staff,1991-08-02
74425,Shakhar,Pero,Technique Leader,1988-02-17
74447,Atilio,Hebert,Senior Staff,1988-09-08
74450,Ortrun,Radivojevic,Engineer,1995-01-02
74458,Gennady,Guenter,Senior Engineer,1995-03-01
74481,Theirry,Restivo,Engineer,1996-03-27
74493,Susanne,Chelton,Engineer,1996-11-10
74494,Jongsuk,Czap,Senior Engineer,1996-12-06
74502,Bedrich,Delaune,Senior Staff,1991-04-06
74506,Becky,Picaronny,Staff,1998-12-26
74514,Rosalyn,Benzmuller,Senior Engineer,2002-01-19
74537,Sanjay,Samarati,Senior Staff,1999-09-10
74542,Adin,Naumovich,Senior Staff,1997-06-20
74571,Atilio,Viele,Senior Engineer,1992-11-11
74573,Torsten,DeMori,Senior Engineer,1996-12-22
74576,Sanjiv,Mundy,Senior Engineer,1991-03-27
74585,Youssef,Maliniak,Engineer,1998-08-18
74605,Kayoko,Berstel,Engineer,1994-01-19
74609,Divier,Conta,Engineer,1999-07-01
74618,Sanjiv,Zyda,Engineer,1996-06-19
74634,Gad,Strandh,Senior Staff,1996-11-26
74639,Heeju,Cooley,Technique Leader,1985-02-20
74642,Billur,Range,Engineer,1996-03-14
74656,Mayuri,Radivojevic,Senior Engineer,1995-10-05
74672,Vishu,Genther,Senior Engineer,1986-09-07
74681,Marjo,Passafiume,Senior Engineer,2000-03-14
74683,Takanari,Clouatre,Senior Staff,1996-07-20
74684,Oguz,Bernatsky,Senior Staff,2000-06-09
74690,Kristin,Streit,Senior Engineer,1993-03-03
74695,Bluma,Yamaashi,Senior Engineer,1995-04-25
74699,Moon,Rotem,Senior Engineer,2002-02-11
74706,Fen,Tibblin,Senior Engineer,1999-09-08
74723,Sibyl,Chiodo,Senior Engineer,1994-09-28
74733,Val,Sabnani,Senior Staff,1993-08-27
74742,Troy,Gurbaxani,Senior Engineer,1993-06-07
74766,Mats,Nitta,Technique Leader,1996-11-23
74772,Anoosh,Esteva,Staff,1996-10-15
74779,Beshir,Thibadeau,Senior Staff,1993-02-27
74783,Eckart,Schaaf,Senior Engineer,1995-07-10
74802,Mingzeng,Demizu,Technique Leader,1988-03-06
74811,Khatoun,Pardalos,Senior Engineer,1993-11-17
74817,Quingbo,Ranai,Senior Staff,1993-12-30
74837,Vitaly,Gunderson,Senior Staff,1991-08-12
74851,Takanari,Ratzlaff,Senior Staff,1993-01-13
74868,Shuji,Parfitt,Senior Staff,1995-08-28
74878,Mark,Leaver,Senior Engineer,1994-09-15
74883,Yonghoan,Hofman,Engineer,1993-10-28
74888,Falguni,Jansen,Senior Engineer,1994-11-12
74897,Ayonca,Danlos,Senior Staff,1994-11-19
74903,Xinan,Farris,Senior Staff,1990-04-01
74907,Golgen,Murtha,Senior Engineer,1993-11-10
74914,Xiaopeng,Melter,Senior Engineer,1987-06-16
74921,Holgard,Rehfuss,Senior Engineer,1988-11-06
74922,Etsuo,Milicic,Senior Engineer,1998-08-25
74923,Geoffry,Pepe,Engineer,1999-01-14
74935,Manohar,Vendrig,Engineer,1993-08-13
74938,Mohit,Felcyn,Senior Engineer,2000-09-11
74939,Rimli,Valiente,Senior Engineer,1997-04-07
74950,Weidon,Trelles,Technique Leader,1999-01-20
74958,Mantis,Rissland,Senior Staff,1992-12-04
74965,Owen,Babu,Senior Staff,1996-04-24
74984,Udi,Thorensen,Staff,1997-03-06
75007,Yunming,Bharadwaj,Senior Engineer,2001-01-30
75020,Lidong,Cannard,Senior Staff,1995-11-01
75042,Rance,Negoita,Staff,1999-03-03
75051,Roddy,Mansanne,Senior Staff,1995-08-19
75052,Angus,Kroha,Senior Staff,1992-10-06
75061,Jeanne,Benner,Senior Staff,1992-06-14
75064,Insup,Kalorkoti,Senior Staff,1992-01-20
75065,Chenyi,Sinitsyn,Senior Staff,1994-03-08
75066,Aiman,Mungall,Senior Staff,1989-09-02
75068,Vasilii,Rando,Senior Staff,1988-03-16
75074,Koldo,Gyimothy,Senior Engineer,1987-12-02
75076,Licheng,Ratnakar,Senior Staff,2001-04-14
75081,Vesna,Gien,Staff,2000-01-12
75086,Sorina,Passino,Senior Engineer,1997-07-21
75096,Faiza,Himler,Senior Staff,1992-11-19
75114,Lillian,Ladret,Senior Staff,1994-06-20
75126,Arif,Schaar,Senior Engineer,1994-03-12
75129,Kayoko,Potthoff,Senior Staff,1990-09-10
75133,Tayeb,Spataro,Senior Staff,1999-04-10
75134,Rimli,Cullers,Senior Staff,1994-05-25
75142,Uwe,Speckmann,Staff,1999-05-19
75151,Weicheng,Gecsei,Senior Staff,1997-11-19
75166,Aamod,Snyers,Engineer,1996-11-14
75172,Xianlong,Kohling,Senior Engineer,1999-12-09
75186,Filipp,Miyakawa,Senior Staff,1998-09-29
75192,Zejun,Speer,Senior Engineer,1986-11-23
75196,Marla,Kenevan,Senior Staff,2001-06-22
75201,Boguslaw,Basagni,Senior Staff,1992-10-28
75218,Jaroslava,Fujisawa,Senior Engineer,1993-07-13
75221,Bilhanan,Pelc,Senior Staff,1992-03-14
75226,Nechama,Couchot,Senior Engineer,1996-06-20
75228,Sadok,Bierman,Senior Engineer,1986-04-08
75236,Supot,Lorin,Senior Engineer,1994-04-11
75249,Parto,Junet,Senior Staff,1993-08-20
75253,Kwee,Schaar,Senior Engineer,1995-12-22
75272,Hidekazu,Imataki,Senior Engineer,1994-06-04
75277,Arne,Demri,Staff,1996-12-12
75285,Shahid,Ranft,Senior Engineer,1988-03-03
75290,Maren,Kobara,Staff,1998-01-02
75292,Lucien,Cairo,Senior Staff,1996-01-10
75308,Selwyn,Gire,Senior Staff,1998-09-05
75309,Shih,Weisert,Senior Staff,1986-12-26
75314,Valter,Ranst,Senior Staff,1988-03-03
75335,Supot,Versino,Senior Staff,1995-06-09
75347,Aemilian,Simmen,Engineer,2002-01-25
75370,Kwee,Alameldin,Senior Staff,1994-03-09
75379,Geraldo,Desikan,Technique Leader,1986-08-21
75388,Angus,Cangellaris,Senior Staff,1991-02-16
75390,Ulf,Gewali,Senior Staff,1992-07-23
75406,Paraskevi,Luca,Senior Staff,1992-09-17
75416,Chanjung,Pell,Senior Engineer,1995-05-19
75417,Arif,Sanella,Senior Engineer,1994-02-22
75418,Kristine,Kroll,Senior Engineer,1995-07-27
75435,Maria,Veccia,Technique Leader,1995-11-04
75456,Lalit,Edelhoff,Technique Leader,1997-05-11
75471,Karoline,Simmen,Senior Staff,1994-06-19
75477,Dekang,Tsukuda,Senior Engineer,1991-02-28
75505,Jacopo,Isaac,Senior Staff,1991-06-18
75506,Lokesh,Nastansky,Senior Engineer,1994-02-11
75511,Jianhua,Luby,Engineer,1996-03-14
75514,Jaihie,Ozeri,Senior Engineer,1991-08-09
75530,Martial,Beutelspacher,Staff,1993-08-29
75533,Tomoyuki,Coorg,Senior Staff,1986-01-05
75538,Alenka,Krohm,Senior Engineer,1996-04-08
75546,Geoffrey,Samarati,Senior Engineer,1986-01-03
75549,King,Schiettecatte,Senior Staff,1991-02-21
75551,Sreekrishna,Schrift,Technique Leader,1986-10-24
75561,Nahum,Jervis,Technique Leader,1987-08-18
75568,Susanta,Meszaros,Senior Engineer,2000-12-15
75574,Utpal,Melton,Senior Staff,1992-01-28
75589,Sudharsan,Ghazalie,Senior Staff,2002-04-27
75640,Bokyung,Pocchiola,Senior Staff,1991-10-09
75643,Chrisa,Oberman,Senior Engineer,2000-04-15
75646,Hideo,Cools,Senior Engineer,1994-03-06
75659,Saniya,Riefers,Technique Leader,1998-01-10
75668,Sarita,Bratsberg,Senior Staff,1998-04-07
75688,Adamantios,Crooks,Staff,1998-08-22
75695,Patricia,Speek,Senior Engineer,1994-04-20
75699,Toshimi,Uhrig,Senior Staff,1995-03-07
75704,Sanjoy,Zweizig,Senior Engineer,1996-09-15
75712,Aleksander,Sooriamurthi,Senior Engineer,1985-12-09
75717,Waiman,Schach,Senior Engineer,1997-11-05
75722,Poorav,Furudate,Senior Staff,1997-03-27
75725,Stella,Rijsenbrij,Senior Staff,1998-01-07
75737,Koldo,Jording,Senior Staff,1994-12-26
75740,Mang,Range,Senior Engineer,1991-07-05
75741,Candido,Birsak,Senior Staff,1994-07-09
75748,Xuejia,Varman,Senior Staff,1987-09-08
75755,Harjit,Mullainathan,Senior Engineer,1995-02-27
75785,Zissis,Irland,Senior Staff,1993-03-24
75805,Berry,Benveniste,Senior Staff,1994-08-18
75832,Guiseppe,Sherertz,Engineer,1997-06-19
75840,Unal,Baar,Senior Staff,1995-09-16
75851,Gor,Leonhardt,Senior Engineer,1997-11-07
75854,Shahab,Grabner,Senior Engineer,2000-07-26
75868,Marko,Sadowski,Senior Staff,1993-06-12
75874,Tsz,Cusworth,Staff,1999-08-17
75885,Tua,Strehl,Senior Staff,1994-11-16
75891,Przemyslawa,Moffat,Staff,1997-07-07
75900,Uri,Deverell,Senior Staff,1993-03-29
75911,Jessie,Lipner,Engineer,1999-12-18
75914,Ortrun,Mersereau,Senior Staff,1996-09-02
75915,Luisa,Maierhofer,Senior Engineer,2002-01-31
75916,Dante,Besselaar,Engineer,1998-04-24
75918,Maik,Rodiger,Senior Engineer,2001-07-29
75923,Paddy,Krichel,Senior Engineer,1992-10-31
75927,Mooi,Debuse,Technique Leader,1993-08-08
75938,Naraig,McFarlan,Technique Leader,1985-11-28
75944,Deborah,Rohrbach,Senior Engineer,1993-10-02
75952,Luerbio,Toyoshima,Senior Engineer,2001-01-18
75956,Zine,Gaughan,Senior Engineer,2001-01-20
75965,Geraldo,Babu,Senior Staff,1998-09-29
75971,Honesty,Kisuki,Senior Engineer,1993-01-03
75983,Martins,Kermarrec,Staff,1997-12-09
75990,Irene,Montemayor,Senior Staff,2000-05-04
75994,Muzhong,Michaeli,Senior Staff,1991-04-01
75996,Eberhardt,Langford,Senior Engineer,1997-03-18
