emp_no,first_name,last_name,title,from_date,to_date
81564,Martijn,Michaels,Senior Engineer,2001-10-28,2001-10-28
81603,Suzette,Zuberek,Senior Staff,1997-02-03,1997-02-03
81658,Rosine,Pearson,Senior Engineer,1992-04-19,1992-04-19
81717,Toney,Anguita,Senior Staff,1995-10-16,1995-10-16
81767,Augustine,Matzov,Senior Staff,1994-10-17,1994-10-17
81872,Shin,Pashtan,Engineer,1998-06-14,9999-01-01
81900,Mario,Bernatsky,Senior Engineer,1995-08-14,1995-08-14
82014,Quingbo,Ariola,Senior Engineer,1996-07-08,9999-01-01
82145,Zhongwei,Pagter,Staff,1999-12-13,9999-01-01
82162,Shigeo,Kroft,Senior Engineer,1993-06-06,1993-06-06
82187,Stevo,Marakhovsky,Senior Staff,1993-04-13,1993-04-13
82194,Geoff,Eastman,Senior Engineer,1991-05-25,1991-05-25
82222,Sampalli,Luit,Senior Engineer,1998-06-13,1998-06-13
82237,Shen,Zaccaria,Senior Staff,1995-03-14,1995-03-14
82252,Kwangyoen,Edelhoff,Senior Engineer,2000-10-31,2000-10-31
82276,Frederique,Genin,Senior Staff,1997-01-06,1997-01-06
82278,Tomokazu,Murillo,Senior Staff,1986-01-15,9999-01-01
82295,Manohar,Parfitt,Engineer,2000-01-20,9999-01-01
82379,Sanjai,Bala,Senior Engineer,1994-03-15,1994-03-15
82419,Karoline,Rindone,Senior Engineer,1996-07-05,9999-01-01
82434,Bojan,Mullainathan,Senior Engineer,2001-08-14,2001-08-14
82457,Vidar,Pauthner,Senior Engineer,1996-04-13,1996-04-13
82478,Vishwani,Ginneken,Senior Engineer,1991-03-19,1991-03-19
82495,Jahangir,Perly,Staff,1999-08-04,9999-01-01
82540,Aleksander,Bratten,Senior Engineer,2000-11-14,2000-11-14
82626,Adit,Reeken,Senior Engineer,1997-11-01,1997-11-01
82646,Shugo,Plump,Senior Engineer,1999-05-03,1999-05-03
82689,Zijian,Crouzet,Senior Engineer,1995-12-26,1995-12-26
82704,Marla,Lunn,Senior Engineer,1994-01-14,1994-01-14
82774,Aral,Maierhofer,Senior Staff,1996-02-28,1996-02-28
82812,Heather,Morrey,Senior Engineer,1986-01-22,9999-01-01
82815,Alper,Ranum,Senior Engineer,1997-05-25,1997-05-25
82823,Geraldo,Alvarado,Senior Engineer,1992-11-21,9999-01-01
82856,Hidefumi,Erez,Senior Engineer,1993-07-02,1993-07-02
82895,Ramya,Peck,Senior Engineer,1999-01-25,1999-01-25
82905,Domenick,Luks,Senior Engineer,1991-08-19,1991-08-19
82944,Alois,Gomatam,Technique Leader,1993-02-18,9999-01-01
82970,Qiwen,Servieres,Senior Staff,2001-12-26,2001-12-26
82992,Jixiang,Marwedel,Senior Engineer,1995-11-12,1995-11-12
83052,Henk,Whitcomb,Engineer,1996-09-30,9999-01-01
83055,Kwun,Luon,Staff,1999-06-02,9999-01-01
83056,Muneo,Pesch,Senior Engineer,1994-05-24,1994-05-24
83143,Luisa,Krupka,Senior Engineer,1999-04-19,1999-04-19
83189,Kristian,Birrer,Senior Engineer,1996-01-07,1996-01-07
83233,Kerryn,Giarratana,Engineer,1996-12-03,9999-01-01
83304,Lenore,Pocchiola,Senior Staff,1990-09-14,1990-09-14
83342,King,Piancastelli,Engineer,1999-06-09,1999-06-09
83468,Charlene,Beilner,Staff,1998-04-09,9999-01-01
83476,Steve,Porenta,Senior Staff,1998-10-22,1998-10-22
83477,Jayson,Frijda,Engineer,1998-10-11,9999-01-01
83540,Rafail,Andreotta,Technique Leader,1988-09-10,9999-01-01
83559,Mircea,Schmittgen,Engineer,1996-06-29,9999-01-01
83583,Guadalupe,Sethi,Senior Staff,1993-01-19,1993-01-19
83600,Muzhong,Mayerwieser,Senior Engineer,1994-07-29,1994-07-29
83614,Takanari,Schach,Senior Engineer,1992-10-05,1992-10-05
83626,Reuven,Maccarone,Technique Leader,1987-02-01,9999-01-01
83698,Adib,Krohn,Senior Staff,1985-11-17,9999-01-01
83747,Kristine,Schwabacher,Senior Staff,1990-08-26,1990-08-26
83748,Hyuncheol,Molberg,Engineer,2000-07-29,2000-07-29
83753,Sachar,Liedekerke,Engineer,1999-03-04,9999-01-01
83756,Constantijn,Esposito,Senior Engineer,1995-06-13,1995-06-13
83787,Xuejia,Lanzelotte,Senior Staff,1993-08-19,1993-08-19
83845,Franziska,Chleq,Senior Staff,1995-02-26,1995-02-26
83849,Shaleah,Schwartzburd,Senior Engineer,1997-01-19,1997-01-19
83913,Xuejia,Mitsuhashi,Senior Engineer,1991-12-22,1991-12-22
83928,Paraskevi,Apsitis,Senior Staff,1987-10-30,9999-01-01
83947,Lucien,Usdin,Senior Engineer,1991-10-20,1991-10-20
83968,Giap,Rando,Senior Engineer,1993-08-31,1993-08-31
83977,Masali,Yetim,Senior Staff,1993-03-19,9999-01-01
83984,Mingsen,Pluym,Staff,1998-05-05,9999-01-01
84001,Badri,Facello,Senior Engineer,2001-06-20,2001-06-20
84021,Parviz,Bierbaum,Senior Staff,1992-08-01,1992-08-01
84059,Lidong,Hofting,Senior Engineer,1995-06-07,1995-06-07
84093,Masamitsu,Cronau,Engineer,1996-02-11,1996-02-11
84095,Ziyad,Boudaillier,Senior Staff,1997-09-29,1997-09-29
84138,Jovan,Maginnis,Senior Engineer,1992-09-09,1992-09-09
84214,Van,Chaudhuri,Engineer,1996-05-13,1996-05-13
84268,Kazuhira,Belinskaya,Senior Engineer,1992-05-22,1992-05-22
84282,Saddek,Mateescu,Engineer,1996-03-10,9999-01-01
84292,Leaf,Luff,Senior Engineer,1990-11-03,1990-11-03
84305,Minghong,Kalloufi,Senior Engineer,1986-06-26,9999-01-01
84334,Zdislav,Emden,Senior Staff,1990-10-29,1990-10-29
84407,Chaoyi,Plessier,Senior Staff,1998-01-17,1998-01-17
84421,Lokesh,Schaar,Senior Engineer,2001-09-24,2001-09-24
84502,Murthy,Tomescu,Engineer,1999-02-01,9999-01-01
84568,Denny,Peltason,Senior Engineer,1989-02-22,9999-01-01
84587,Sangeeta,Bressoud,Senior Engineer,1989-01-09,9999-01-01
84600,Sham,Chachaty,Senior Engineer,1994-05-02,1994-05-02
84626,Yonghong,Pena,Engineer,1997-01-22,9999-01-01
84758,Toong,Usery,Senior Engineer,1994-07-10,1994-07-10
84827,Moheb,Schmittgen,Engineer,1998-06-23,9999-01-01
84907,Miomir,Smailagic,Senior Staff,1987-11-22,9999-01-01
84917,Rafael,Fetvedt,Engineer,1996-04-26,9999-01-01
84931,Basem,Sommer,Senior Staff,1996-11-16,1996-11-16
84976,Eran,Perez,Senior Staff,1994-11-29,1994-11-29
84994,Seongbae,Haraldson,Senior Staff,1993-05-02,1993-05-02
85020,Tiina,Peir,Senior Staff,1994-03-27,1994-03-27
85079,Shan,Wossner,Senior Staff,1994-09-19,1994-09-19
85109,Ottavia,Rebaine,Assistant Engineer,1998-12-14,9999-01-01
85154,Moss,Narahara,Senior Staff,1993-04-24,1993-04-24
85173,Stepehn,Coombs,Senior Staff,1997-01-26,1997-01-26
85195,Jiafu,Quadeer,Senior Staff,1995-11-12,1995-11-12
85225,Felicidad,Dulli,Staff,1997-07-28,9999-01-01
85300,Panayotis,Domenig,Technique Leader,1986-11-27,9999-01-01
85318,Navid,Hanratty,Senior Engineer,1989-07-15,9999-01-01
85391,Aleksander,Glinert,Staff,1997-01-02,9999-01-01
85433,Eberhardt,Stanfel,Senior Engineer,1986-03-18,9999-01-01
85470,Domenick,Mahmud,Technique Leader,1985-02-10,9999-01-01
85513,Yagil,Spieker,Senior Staff,1994-04-11,1994-04-11
85537,Tzu,Bernatsky,Senior Staff,1995-05-26,1995-05-26
85552,Atilio,Perko,Senior Engineer,1985-09-06,9999-01-01
85555,Parke,Morrow,Engineer,1999-07-14,9999-01-01
85570,Shigehito,Karlin,Senior Staff,1995-04-05,1995-04-05
85609,Otmar,Benner,Senior Engineer,1998-05-11,1992-05-11
85621,Steen,Peha,Senior Staff,1993-10-04,9999-01-01
85624,Ayonca,Keustermans,Senior Staff,1993-06-15,1993-06-15
85641,Breannda,Buescher,Senior Staff,1994-05-10,1994-05-10
85675,Ziya,Spell,Technique Leader,1987-08-22,9999-01-01
85708,Steen,Otillio,Senior Engineer,1999-05-23,1999-05-23
85775,Georgy,Engberts,Senior Engineer,1999-03-21,1999-03-21
85796,Honglan,Boissier,Staff,1998-01-17,9999-01-01
85811,Dayanand,Bain,Senior Engineer,2002-06-13,2002-06-13
85825,Hongzhu,Zedlitz,Senior Staff,2000-04-25,2000-04-25
85866,Dinkar,Baek,Senior Staff,2001-09-24,2001-09-24
85894,Teunis,Eugenio,Senior Engineer,1996-08-29,1996-08-29
85910,Nishit,Lemarechal,Senior Staff,1992-08-09,1992-08-09
85913,Anwar,Rehfuss,Senior Engineer,1995-01-06,1995-01-06
85949,Thodoros,Penttonen,Senior Engineer,1999-04-18,1999-04-18
85968,Idoia,Lorch,Technique Leader,1996-04-10,9999-01-01
85999,Arch,Dymetman,Senior Staff,1987-07-21,9999-01-01
86023,Yuqun,Braunschweig,Senior Staff,1993-09-30,1993-09-30
86062,Zengping,Anido,Senior Staff,1999-09-09,1999-09-09
86065,Suebskul,Fetvedt,Senior Engineer,1993-09-21,9999-01-01
86071,Premsyl,Kavvadias,Staff,1998-08-04,9999-01-01
86074,Susanne,Zirintsis,Senior Staff,1997-01-03,1997-01-03
86083,Parke,Spell,Senior Engineer,1986-09-30,9999-01-01
86111,Flemming,Mondadori,Senior Engineer,1994-07-11,1994-07-11
86157,Kwangsub,Demizu,Engineer,1996-05-11,1996-05-11
86164,Adit,Rothe,Senior Staff,1998-12-13,1998-12-13
86175,Marc,Herbst,Senior Engineer,1996-02-28,9999-01-01
86196,Ugo,Cincotta,Staff,1998-12-22,9999-01-01
86217,Mari,Asrin,Assistant Engineer,1999-03-20,9999-01-01
86252,Mahendra,Selenyi,Staff,1996-03-20,9999-01-01
86308,Dipankar,Muhling,Engineer,1997-06-08,1997-06-08
86369,Barton,Stemann,Senior Engineer,1995-05-26,1995-05-26
86416,Kazuhiro,Budinsky,Senior Engineer,1988-12-17,9999-01-01
86445,Chaoyi,Wynblatt,Senior Staff,1993-10-22,1993-10-22
86491,Shuzo,Conta,Senior Engineer,1990-12-18,1990-12-18
86554,George,Itschner,Senior Engineer,1991-09-02,1991-09-02
86559,Weiye,Tsukuda,Senior Engineer,1993-05-29,1993-05-29
86754,Guadalupe,Vigier,Senior Staff,1999-06-28,1999-06-28
86788,Golgen,Saoudi,Senior Staff,1995-02-08,1995-02-08
86819,Wuxu,Bisiani,Senior Staff,1994-06-13,1994-06-13
86838,Janche,Gecseg,Senior Staff,1993-03-12,1993-03-12
86851,Kensyu,Schusler,Senior Staff,1993-04-24,1993-04-24
86852,Lijie,McFarlin,Senior Engineer,1993-03-17,1993-03-17
86856,Vasilis,Perelgut,Staff,1998-09-26,9999-01-01
86871,Djenana,Zolotykh,Senior Engineer,1987-05-04,9999-01-01
86905,Alenka,Streng,Senior Engineer,1996-10-29,1996-10-29
86969,Shai,Rijckaert,Senior Engineer,1999-03-24,1999-03-24
86977,Volkmar,Hofstetter,Senior Engineer,1988-04-16,9999-01-01
87022,Mario,Eterovic,Senior Engineer,1993-04-11,1993-04-11
87060,Willard,Birdsall,Senior Staff,1993-03-30,1993-03-30
87094,Stevo,Turnbull,Senior Engineer,1996-02-08,1996-02-08
87133,Alexius,Schoegge,Senior Staff,1986-05-21,9999-01-01
87152,Nakhoon,Byoun,Senior Staff,1993-06-23,1993-06-23
87161,Ennio,Sudkamp,Senior Staff,2001-03-22,2001-03-22
87196,Caolyn,Ozery,Engineer,1997-05-18,9999-01-01
87246,Boaz,Melichar,Senior Staff,2000-01-21,2000-01-21
87269,IEEE,Etalle,Senior Staff,1999-07-05,1999-07-05
87319,Zita,Bain,Senior Staff,1993-05-23,1993-05-23
87336,Arco,Dusink,Senior Staff,1999-02-11,1999-02-11
87337,Huai,Barbanera,Senior Staff,1987-04-15,9999-01-01
87359,Sadok,Bael,Senior Staff,1993-04-12,1993-04-12
87372,Maren,Stellhorn,Senior Staff,1994-08-13,1994-08-13
87374,Sampalli,Maraist,Senior Staff,1987-10-10,9999-01-01
87415,Radhia,Thibadeau,Engineer,1998-12-27,1998-12-27
87454,Terresa,Veeraraghavan,Senior Staff,1992-07-06,1992-07-06
87671,Oldrich,Kandlur,Senior Staff,1985-02-11,9999-01-01
87681,IEEE,Birge,Senior Engineer,1988-06-18,9999-01-01
87757,Syozo,Ghalwash,Engineer,1995-03-28,1995-03-28
87765,Theirry,Garnham,Senior Staff,1996-08-08,1996-08-08
87769,Subhrajyoti,Tomescu,Senior Engineer,2002-05-19,2002-05-19
87851,Aloys,Asser,Senior Staff,1992-05-13,1992-05-13
87852,Nikolaos,Pokrovskii,Senior Staff,1993-05-27,1993-05-27
87869,Alassane,Luit,Senior Staff,1986-01-19,9999-01-01
87875,Anneli,Reeker,Senior Engineer,1991-07-24,1991-07-24
87992,Moriyoshi,Iivonen,Senior Staff,1993-07-31,9999-01-01
87993,Masasuke,Hiraishi,Engineer,1995-04-24,1995-04-24
88005,Mrinalini,Brookman,Engineer,1997-11-15,9999-01-01
88010,Prodip,Ventosa,Staff,1995-02-20,9999-01-01
88032,Urs,Serra,Senior Staff,1998-06-20,1998-06-20
88101,Zongyan,Strooper,Engineer,2000-01-19,9999-01-01
88127,Sushant,Hooghiemstra,Senior Staff,1995-04-25,1995-04-25
88137,Domenick,Brodie,Senior Engineer,1986-08-12,9999-01-01
88195,Ghassan,Krogh,Senior Engineer,1995-04-08,1995-04-08
88246,Munenori,Slobodova,Senior Staff,1996-06-30,1996-06-30
88269,Demin,Kaelbling,Senior Staff,1993-08-09,1993-08-09
88314,Tsutomu,Denti,Senior Engineer,1996-07-23,1996-07-23
88353,Anneke,Ranka,Senior Engineer,1994-12-18,1994-12-18
88382,Genta,Penz,Engineer,1997-04-19,1997-04-19
88386,Jiann,Bondorf,Senior Engineer,1986-01-01,9999-01-01
88441,Mart,Moehrke,Senior Engineer,1991-12-04,1991-12-04
88503,Anestis,Rosenbaum,Senior Engineer,1988-04-14,9999-01-01
88524,Zorica,Einsfeld,Senior Engineer,2001-06-30,2001-06-30
88543,Geoff,Brodie,Senior Engineer,1992-05-15,1992-05-15
88584,Sakthirel,Rikino,Senior Engineer,1997-12-22,1997-12-22
88628,Guoxiang,Polajnar,Assistant Engineer,1994-02-21,9999-01-01
88707,Adit,Ermel,Senior Engineer,1992-03-01,1992-03-01
88776,Bedir,Kaiser,Senior Staff,2001-07-22,2001-07-22
88778,Mohammed,Gruenwald,Senior Engineer,2001-03-11,2001-03-11
88803,Bikash,Zambonelli,Senior Engineer,1992-09-01,1992-09-01
88806,Laurentiu,Ernst,Senior Staff,1999-07-12,1999-07-12
88825,Fun,Alvarado,Staff,1998-10-22,9999-01-01
88865,Lalit,Peng,Senior Engineer,1993-02-26,1993-02-26
88905,Yakichi,Muhlberg,Senior Engineer,1995-06-08,1995-06-08
88924,Qiwen,Alameldin,Senior Engineer,1986-11-14,9999-01-01
88936,Hironobu,Belinskaya,Senior Staff,1996-01-29,1996-01-29
88937,Angel,Waschkowski,Senior Engineer,1996-02-04,1996-02-04
88938,Rosine,Detkin,Staff,1996-10-15,9999-01-01
88945,Miomir,Jahnichen,Senior Staff,1996-12-30,1996-12-30
88947,Ronghao,Marletta,Senior Staff,1993-11-17,1993-11-17
88987,Miomir,Prenel,Engineer,1997-09-20,9999-01-01
89001,Zeydy,Sommen,Senior Staff,1988-12-03,9999-01-01
89014,Piyush,Jiafu,Senior Engineer,1996-05-19,1996-05-19
89074,Dmitry,Chandrasekhar,Staff,1995-12-15,9999-01-01
89080,Gil,Smeets,Engineer,1998-09-15,9999-01-01
89112,Kwangho,Zeidenstein,Senior Engineer,1993-03-06,1993-03-06
89119,Pranjal,Cyne,Senior Engineer,2000-10-12,2000-10-12
89133,Fumino,Kermarrec,Technique Leader,1989-07-08,9999-01-01
89154,Dietrich,Isaak,Staff,1995-10-04,9999-01-01
89331,Ranga,Narahara,Senior Engineer,1999-09-09,1999-09-09
89362,Jiafu,Flasterstein,Senior Engineer,1996-02-09,1996-02-09
89388,Divier,Hasenauer,Senior Engineer,1997-03-26,1997-03-26
89399,Erzsebet,Smeets,Senior Engineer,1986-08-11,9999-01-01
89457,Kousuke,Peir,Engineer,1997-08-10,9999-01-01
89476,Xiaoqiang,Perna,Senior Engineer,1985-05-27,9999-01-01
89567,Kankanahalli,Masand,Senior Staff,1993-12-04,1993-12-04
89608,Susanne,Niizuma,Senior Staff,1999-01-17,1999-01-17
89640,Sreekrishna,Muhling,Senior Staff,1993-02-06,1993-02-06
89669,Ult,Miake,Technique Leader,1986-06-13,9999-01-01
89743,Hugo,Ferriere,Technique Leader,1996-07-05,9999-01-01
89755,Lalit,Klerer,Staff,1998-02-13,9999-01-01
89801,Zvonko,Giarratana,Senior Staff,2001-06-19,2001-06-19
89859,Guangming,Lalonde,Engineer,1996-10-30,1996-10-30
89932,Kerryn,Sanella,Senior Engineer,1993-03-11,1993-03-11
89969,Conrado,Cappelletti,Senior Staff,1992-12-17,1992-12-17
89981,Shahaf,Masamoto,Senior Engineer,1995-12-02,9999-01-01
90013,Guenter,Cappelli,Senior Staff,1992-07-15,1992-07-15
90080,Hyuncheol,Taubenfeld,Senior Engineer,1999-09-23,1999-09-23
90138,Shin,Selvestrel,Engineer,1995-04-18,9999-01-01
90145,Steen,Walstra,Senior Engineer,1992-11-16,1992-11-16
90147,Tomokazu,Plump,Staff,1995-11-07,9999-01-01
90215,Poorav,Liesche,Senior Staff,2000-08-20,2000-08-20
90233,Martien,Setlzner,Senior Staff,1998-05-26,1998-05-26
90256,Toney,Brender,Engineer,1996-11-16,1996-11-16
90270,Djenana,Spieker,Senior Engineer,1996-04-02,1996-04-02
90314,Masaki,Rosen,Senior Staff,1986-07-05,9999-01-01
90336,Shridhar,Chaudhury,Senior Staff,1997-04-24,1997-04-24
90390,Marko,Kadhim,Senior Staff,1990-05-28,9999-01-01
90411,Shahid,Gimbel,Senior Staff,1985-11-08,9999-01-01
90413,Qunsheng,Ramamoorthy,Senior Engineer,1997-01-02,1997-01-02
90463,Takahito,Fabrizio,Staff,1995-12-28,9999-01-01
90493,Ravishankar,Fargier,Senior Staff,1994-09-03,1994-09-03
90519,Syozo,Rodite,Senior Staff,1996-07-26,1996-07-26
90536,Leah,Hutton,Senior Engineer,1997-03-05,1997-03-05
90591,Mark,Vesna,Senior Staff,1987-12-11,9999-01-01
90734,Alejandro,Zirintsis,Technique Leader,1990-01-28,9999-01-01
90802,Magy,Isard,Engineer,1999-01-01,9999-01-01
90821,Jingling,Kadhim,Senior Engineer,1993-11-14,1993-11-14
90878,Odysseas,Tagansky,Senior Engineer,1986-06-23,9999-01-01
90889,Berhard,Braccini,Senior Engineer,1991-05-11,1991-05-11
90908,Toshimi,Cronan,Senior Staff,1987-12-12,9999-01-01
90912,Kazunori,Feldmann,Senior Engineer,2000-10-29,2000-10-29
90913,Xiahua,Levergood,Senior Engineer,1985-12-02,9999-01-01
91009,Minghong,Liedekerke,Senior Engineer,1991-11-28,9999-01-01
91034,Masali,Hopewell,Engineer,1996-12-03,9999-01-01
91058,Weijing,Litzkow,Senior Staff,1987-11-15,9999-01-01
91187,Shigehito,Falby,Senior Staff,1994-05-19,1994-05-19
91217,Xuedong,Nilsson,Senior Staff,1985-04-09,9999-01-01
91243,Mads,Anick,Staff,1995-06-05,9999-01-01
91420,Jacqueline,Suppi,Senior Staff,1996-12-24,1996-12-24
91424,Mabry,Talmon,Senior Engineer,1995-07-12,1995-07-12
91452,Nevio,Flasterstein,Senior Staff,1994-01-03,9999-01-01
91516,Kolar,Bazzichi,Senior Staff,1995-05-23,1995-05-23
91521,Akeel,Murthy,Staff,1997-09-17,9999-01-01
91527,Basant,Klerer,Senior Staff,1994-08-08,1994-08-08
91541,Slavian,McFarlin,Senior Staff,1992-03-24,1992-03-24
91563,Hugh,Munos,Senior Engineer,1990-04-14,1990-04-14
91630,Saniya,Maquelin,Engineer,1999-11-28,1999-11-28
91675,Parke,Wrigley,Senior Staff,1999-11-20,1999-11-20
91694,Maha,Showalter,Senior Engineer,1991-11-01,1991-11-01
91763,Abdulla,Gronowski,Engineer,1998-11-26,9999-01-01
91775,Kristian,Nishimukai,Senior Engineer,1992-11-15,1992-11-15
91799,Dayanand,Gill,Senior Engineer,1987-08-18,9999-01-01
91807,Susuma,Masaki,Senior Engineer,1997-01-22,1997-01-22
91845,Caolyn,Zeidenstein,Senior Engineer,1996-08-26,1996-08-26
91904,Cordelia,Penttonen,Senior Staff,1990-07-15,1990-07-15
91913,Alain,Hofmeyr,Senior Engineer,1997-07-03,1997-07-03
92003,Martial,Matheson,Senior Engineer,1996-05-06,9999-01-01
92043,Chriss,Lortz,Senior Engineer,1997-08-24,1997-08-24
92225,Make,Versino,Staff,1995-06-23,9999-01-01
92251,Jianhao,Furudate,Engineer,1995-07-13,1995-07-13
92323,Florina,Azuma,Staff,1999-12-27,9999-01-01
92340,Berhard,Nitsch,Senior Engineer,1993-11-15,1993-11-15
92373,Angus,Lupu,Senior Engineer,1994-04-14,1994-04-14
92441,Shugo,Bennet,Senior Staff,1992-05-17,1992-05-17
92637,Adhemar,Denos,Senior Engineer,1999-03-26,1999-03-26
92667,Aloke,Takanami,Senior Engineer,2000-05-28,1994-05-29
92770,Sudharsan,Braunmuhl,Senior Engineer,2000-11-21,1994-11-22
92785,Lunjin,Underwood,Senior Engineer,1995-12-21,1995-12-21
92801,Marco,Vrecion,Engineer,1998-09-21,9999-01-01
92802,Alair,Luks,Senior Staff,1993-06-05,1993-06-05
92821,Ute,Journel,Senior Staff,1997-01-21,1997-01-21
92829,Nechama,Kalefeld,Senior Engineer,1994-09-27,9999-01-01
92888,Chanjung,Capobianchi,Senior Staff,1995-01-29,1995-01-29
92959,Trygve,Honiden,Senior Staff,1997-12-06,1997-12-06
92965,Weiye,Salinas,Staff,1998-10-27,9999-01-01
92968,Moriyoshi,Gecseg,Senior Engineer,1995-03-22,1995-03-22
93020,Masako,Fraisse,Senior Engineer,1997-09-24,1997-09-24
93080,Amstein,Heering,Staff,1996-11-06,9999-01-01
93085,Evgueni,Parhami,Senior Staff,1989-04-09,9999-01-01
93102,Magdalena,Barvinok,Senior Engineer,2001-02-14,2001-02-14
93108,Danny,Dayang,Senior Engineer,2000-08-25,2000-08-25
93120,Maria,Calkin,Senior Staff,1991-05-21,1991-05-21
93160,Trygve,Hinsberger,Senior Staff,2000-11-26,2000-11-26
93161,Giao,Garrabrants,Senior Staff,1986-12-04,9999-01-01
93164,Frazer,Ruemmler,Senior Staff,2002-03-01,2002-03-01
93241,Juichirou,Borstler,Senior Staff,1986-11-27,9999-01-01
93273,Eberhardt,Schwartzbauer,Senior Staff,1992-02-08,1992-02-08
93299,Hatsukazu,Swist,Senior Engineer,1988-03-06,9999-01-01
93314,Carrsten,Beeson,Senior Engineer,1992-09-29,1992-09-29
93385,Sibyl,Marrakchi,Senior Engineer,1992-11-24,1992-11-24
93416,Naftaly,Flowers,Senior Staff,1993-05-15,1993-05-15
93447,Gregory,Standera,Senior Staff,1995-03-20,1995-03-20
93495,Lunjin,Gill,Senior Engineer,1987-09-12,9999-01-01
93553,Maris,Swist,Senior Staff,1994-10-19,1994-10-19
93576,Xuedong,Thorensen,Senior Staff,1994-06-17,1994-06-17
93611,Mizuhito,Gronowski,Staff,1997-11-17,9999-01-01
93686,Zhiwei,Radivojevic,Senior Staff,1997-07-22,1997-07-22
93729,Maik,Sadowsky,Senior Staff,1997-04-18,9999-01-01
93825,Rosella,Mitsuhashi,Senior Engineer,1992-08-23,1992-08-23
93942,Thanasis,Tiemann,Senior Engineer,1998-05-26,1998-05-26
93984,Saniya,Journel,Senior Staff,1994-03-07,1994-03-07
94008,Sumali,Itzfeldt,Senior Staff,2001-08-03,2001-08-03
94028,Bernt,Fraisse,Senior Staff,1991-10-11,1991-10-11
94030,Masato,Shobatake,Assistant Engineer,1998-07-03,9999-01-01
94032,Jinya,Katiyar,Senior Engineer,1997-08-28,1997-08-28
94034,Vasilis,Riesenhuber,Engineer,1998-02-28,1998-02-28
94042,Yonghoan,Bruckman,Senior Staff,1999-12-10,1999-12-10
94142,Weiyi,Avouris,Senior Engineer,1992-08-21,1992-08-21
94164,Frazer,Naumovich,Senior Staff,1994-09-27,1994-09-27
94195,Arch,Rabehasaina,Senior Staff,1993-10-01,1993-10-01
94206,Denis,Cooley,Senior Staff,1992-02-21,1992-02-21
94208,Kaijung,Lienhardt,Senior Staff,2000-10-23,2000-10-23
94211,Martins,Yurov,Senior Engineer,1994-12-04,1994-12-04
94229,Shen,Thambidurai,Senior Engineer,1999-10-20,1999-10-20
94293,Susuma,Qiwen,Assistant Engineer,1998-03-09,9999-01-01
94332,Teiji,Sudbeck,Staff,1996-09-24,9999-01-01
94342,Ramalingam,Demizu,Senior Engineer,1990-05-14,1990-05-14
94354,Aleksandar,Apsitis,Senior Engineer,2000-07-19,2000-07-19
94425,Kersti,Nergos,Senior Staff,1998-09-07,1998-09-07
94462,Sadegh,Lukaszewicz,Senior Staff,1989-09-20,9999-01-01
94464,Weicheng,Alameldin,Staff,1994-10-19,9999-01-01
94469,Moto,Fendler,Senior Staff,1993-09-14,1993-09-14
94539,Kerryn,Tyugu,Senior Staff,1995-08-24,1995-08-24
94592,Sven,Boudaillier,Senior Engineer,1995-07-24,1995-07-24
94658,Basil,Kaelbling,Senior Staff,1995-08-08,1995-08-08
94736,Visit,Trelles,Senior Staff,1993-06-14,9999-01-01
94864,Boriana,Cronin,Senior Engineer,1992-05-17,1992-05-17
94957,Roselyn,Genther,Senior Engineer,1995-04-14,1995-04-14
94998,Goh,Koblitz,Senior Engineer,1996-01-31,1996-01-31
95001,Berhard,Kalloufi,Senior Staff,1999-01-06,1999-01-06
95200,Guenter,Kalefeld,Senior Engineer,1995-10-13,1990-10-13
95219,Shaw,Porenta,Senior Engineer,1995-04-05,1995-04-05
95277,Gina,Gist,Senior Engineer,1996-09-12,1996-09-12
95323,Patricia,Makinen,Senior Engineer,1993-03-21,1993-03-21
95376,Vishu,Docker,Senior Engineer,1991-11-23,1991-11-23
95389,Lunjin,Lund,Senior Engineer,1994-09-13,1994-09-13
95431,Anyuan,Braunmuhl,Senior Engineer,1988-04-03,9999-01-01
95460,Bedir,Oskamp,Engineer,1999-04-06,9999-01-01
95473,Roselyn,Wallrath,Senior Engineer,1988-03-15,9999-01-01
95474,Guiseppe,Akazan,Senior Staff,1986-04-22,9999-01-01
95541,Chinho,Whitcomb,Senior Engineer,2002-06-17,2002-06-17
95570,Gregory,Kadhim,Senior Staff,1996-10-16,1996-10-16
95602,Shounak,Litvinov,Senior Staff,1993-07-16,1993-07-16
95670,Shaleah,Krybus,Staff,1998-06-03,9999-01-01
95702,Nakhoon,Gargeya,Senior Engineer,1987-04-28,9999-01-01
95714,Doohun,Kaiserswerth,Engineer,1994-12-07,9999-01-01
